Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Netweight (kg),Trade Value (US$),Flag
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,540,New Caledonia,NCL,01,Animals; live,1,No Quantity,0,0,45528,4
H5,2018,2018,2018,2,0,1,Import,36,Australia,AUS,554,New Zealand,NZL,01,Animals; live,1,No Quantity,0,0,68130615,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,554,New Zealand,NZL,01,Animals; live,1,No Quantity,0,0,38062864,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,574,Norfolk Isds,NFK,01,Animals; live,1,No Quantity,0,0,4627,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,586,Pakistan,PAK,01,Animals; live,1,No Quantity,0,0,4201137,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,598,Papua New Guinea,PNG,01,Animals; live,1,No Quantity,0,0,2612,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,608,Philippines,PHL,01,Animals; live,1,No Quantity,0,0,10021778,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,626,Timor-Leste,TLS,01,Animals; live,1,No Quantity,0,0,2351,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,634,Qatar,QAT,01,Animals; live,1,No Quantity,0,0,34634368,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,643,Russian Federation,RUS,01,Animals; live,1,No Quantity,0,0,52207228,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,699,India,IND,01,Animals; live,1,No Quantity,0,0,1597783,4
H5,2018,2018,2018,2,0,1,Import,36,Australia,AUS,702,Singapore,SGP,01,Animals; live,1,No Quantity,0,0,124953,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,702,Singapore,SGP,01,Animals; live,1,No Quantity,0,0,10059730,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,704,Viet Nam,VNM,01,Animals; live,1,No Quantity,0,0,236661903,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,710,South Africa,ZAF,01,Animals; live,1,No Quantity,0,,646584,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,724,Spain,ESP,01,Animals; live,1,No Quantity,0,0,5971,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,752,Sweden,SWE,01,Animals; live,1,No Quantity,0,0,1492,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,757,Switzerland,CHE,01,Animals; live,1,No Quantity,0,0,2239,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,764,Thailand,THA,01,Animals; live,1,No Quantity,0,0,3397015,4
H5,2018,2018,2018,2,0,1,Import,36,Australia,AUS,784,United Arab Emirates,ARE,01,Animals; live,1,No Quantity,0,,736760,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,784,United Arab Emirates,ARE,01,Animals; live,1,No Quantity,0,0,13462793,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,792,Turkey,TUR,01,Animals; live,1,No Quantity,0,0,32471048,4
H5,2018,2018,2018,2,0,1,Import,36,Australia,AUS,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,41049852,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,4067527,4
H5,2018,2018,2018,2,0,1,Import,36,Australia,AUS,842,USA,USA,01,Animals; live,1,No Quantity,0,0,1099862,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,842,USA,USA,01,Animals; live,1,No Quantity,0,0,5324551,4
H5,2018,2018,2018,2,0,2,Export,36,Australia,AUS,858,Uruguay,URY,01,Animals; live,1,No Quantity,0,0,45902,4
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,0,World,WLD,01,Animals; live,1,No Quantity,0,0,278675601,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,0,World,WLD,01,Animals; live,1,No Quantity,0,0,170942929,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,8,Albania,ALB,01,Animals; live,1,No Quantity,0,0,676945,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,12,Algeria,DZA,01,Animals; live,1,No Quantity,0,0,1554542,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,24,Angola,AGO,01,Animals; live,1,No Quantity,0,0,1157,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,28,Antigua and Barbuda,ATG,01,Animals; live,1,No Quantity,0,0,8505,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,31,Azerbaijan,AZE,01,Animals; live,1,No Quantity,0,0,4417693,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,32,Argentina,ARG,01,Animals; live,1,No Quantity,0,0,184,4
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,36,Australia,AUS,01,Animals; live,1,No Quantity,0,0,1503,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,48,Bahrain,BHR,01,Animals; live,1,No Quantity,0,0,341563,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,51,Armenia,ARM,01,Animals; live,1,No Quantity,0,0,340493,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,56,Belgium,BEL,01,Animals; live,1,No Quantity,0,0,1113764,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,56,Belgium,BEL,01,Animals; live,1,No Quantity,0,0,59599,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,70,Bosnia Herzegovina,BIH,01,Animals; live,1,No Quantity,0,0,350,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,70,Bosnia Herzegovina,BIH,01,Animals; live,1,No Quantity,0,0,66275,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,76,Brazil,BRA,01,Animals; live,1,No Quantity,0,0,590,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,100,Bulgaria,BGR,01,Animals; live,1,No Quantity,0,0,781066,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,124,Canada,CAN,01,Animals; live,1,No Quantity,0,0,4791,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,124,Canada,CAN,01,Animals; live,1,No Quantity,0,0,3668,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,152,Chile,CHL,01,Animals; live,1,No Quantity,0,0,38,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,156,China,CHN,01,Animals; live,1,No Quantity,0,0,1309,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,156,China,CHN,01,Animals; live,1,No Quantity,0,0,207494,4
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,170,Colombia,COL,01,Animals; live,1,No Quantity,0,0,226,4
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,191,Croatia,HRV,01,Animals; live,1,No Quantity,0,0,4917107,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,191,Croatia,HRV,01,Animals; live,1,No Quantity,0,0,3178833,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,196,Cyprus,CYP,01,Animals; live,1,No Quantity,0,0,77030,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,203,Czechia,CZE,01,Animals; live,1,No Quantity,0,0,73696381,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,203,Czechia,CZE,01,Animals; live,1,No Quantity,0,0,1811463,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,208,Denmark,DNK,01,Animals; live,1,No Quantity,0,0,1015933,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,208,Denmark,DNK,01,Animals; live,1,No Quantity,0,0,3078,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,251,France,FRA,01,Animals; live,1,No Quantity,0,0,962439,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,276,Germany,DEU,01,Animals; live,1,No Quantity,0,0,117089495,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,276,Germany,DEU,01,Animals; live,1,No Quantity,0,0,38933070,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,328,Guyana,GUY,01,Animals; live,1,No Quantity,0,0,3778,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,344,"China, Hong Kong SAR",HKG,01,Animals; live,1,No Quantity,0,0,283630,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,348,Hungary,HUN,01,Animals; live,1,No Quantity,0,0,33898614,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,348,Hungary,HUN,01,Animals; live,1,No Quantity,0,0,12261742,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,360,Indonesia,IDN,01,Animals; live,1,No Quantity,0,0,6836,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,360,Indonesia,IDN,01,Animals; live,1,No Quantity,0,0,15121,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,372,Ireland,IRL,01,Animals; live,1,No Quantity,0,0,8892,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,381,Italy,ITA,01,Animals; live,1,No Quantity,0,0,117806,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,381,Italy,ITA,01,Animals; live,1,No Quantity,0,0,38838142,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,392,Japan,JPN,01,Animals; live,1,No Quantity,0,0,3496,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,392,Japan,JPN,01,Animals; live,1,No Quantity,0,0,101993,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,400,Jordan,JOR,01,Animals; live,1,No Quantity,0,0,31470,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,404,Kenya,KEN,01,Animals; live,1,No Quantity,0,0,170,4
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,410,Rep. of Korea,KOR,01,Animals; live,1,No Quantity,0,0,5425,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,414,Kuwait,KWT,01,Animals; live,1,No Quantity,0,0,16812,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,428,Latvia,LVA,01,Animals; live,1,No Quantity,0,0,19199,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,490,"Other Asia, nes",,01,Animals; live,1,No Quantity,0,0,118,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,498,Rep. of Moldova,MDA,01,Animals; live,1,No Quantity,0,0,163865,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,499,Montenegro,MNE,01,Animals; live,1,No Quantity,0,0,246576,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,504,Morocco,MAR,01,Animals; live,1,No Quantity,0,0,455856,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,528,Netherlands,NLD,01,Animals; live,1,No Quantity,0,0,4380725,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,528,Netherlands,NLD,01,Animals; live,1,No Quantity,0,0,834361,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,554,New Zealand,NZL,01,Animals; live,1,No Quantity,0,0,29444,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,579,Norway,NOR,01,Animals; live,1,No Quantity,0,0,714,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,586,Pakistan,PAK,01,Animals; live,1,No Quantity,0,0,7017,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,604,Peru,PER,01,Animals; live,1,No Quantity,0,0,70646,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,608,Philippines,PHL,01,Animals; live,1,No Quantity,0,0,15470,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,616,Poland,POL,01,Animals; live,1,No Quantity,0,0,30021,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,616,Poland,POL,01,Animals; live,1,No Quantity,0,0,6977961,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,634,Qatar,QAT,01,Animals; live,1,No Quantity,0,0,271184,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,642,Romania,ROU,01,Animals; live,1,No Quantity,0,0,287047,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,642,Romania,ROU,01,Animals; live,1,No Quantity,0,0,2643112,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,643,Russian Federation,RUS,01,Animals; live,1,No Quantity,0,0,8239,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,643,Russian Federation,RUS,01,Animals; live,1,No Quantity,0,0,2538202,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,686,Senegal,SEN,01,Animals; live,1,No Quantity,0,0,61384,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,688,Serbia,SRB,01,Animals; live,1,No Quantity,0,0,2362,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,688,Serbia,SRB,01,Animals; live,1,No Quantity,0,0,1294338,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,703,Slovakia,SVK,01,Animals; live,1,No Quantity,0,0,12509965,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,703,Slovakia,SVK,01,Animals; live,1,No Quantity,0,0,109639,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,705,Slovenia,SVN,01,Animals; live,1,No Quantity,0,0,27800427,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,705,Slovenia,SVN,01,Animals; live,1,No Quantity,0,0,7583036,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,724,Spain,ESP,01,Animals; live,1,No Quantity,0,0,2142,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,724,Spain,ESP,01,Animals; live,1,No Quantity,0,0,2558521,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,757,Switzerland,CHE,01,Animals; live,1,No Quantity,0,0,341351,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,757,Switzerland,CHE,01,Animals; live,1,No Quantity,0,0,1644691,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,784,United Arab Emirates,ARE,01,Animals; live,1,No Quantity,0,0,26619,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,784,United Arab Emirates,ARE,01,Animals; live,1,No Quantity,0,0,605032,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,788,Tunisia,TUN,01,Animals; live,1,No Quantity,0,0,247556,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,792,Turkey,TUR,01,Animals; live,1,No Quantity,0,0,27114425,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,795,Turkmenistan,TKM,01,Animals; live,1,No Quantity,0,0,1124224,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,804,Ukraine,UKR,01,Animals; live,1,No Quantity,0,0,261650,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,807,North Macedonia,MKD,01,Animals; live,1,No Quantity,0,0,23627,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,818,Egypt,EGY,01,Animals; live,1,No Quantity,0,0,106203,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,37156,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,183726,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,842,USA,USA,01,Animals; live,1,No Quantity,0,0,271384,4
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,842,USA,USA,01,Animals; live,1,No Quantity,0,0,11953,0
H5,2018,2018,2018,2,0,1,Import,40,Austria,AUT,860,Uzbekistan,UZB,01,Animals; live,1,No Quantity,0,0,89183,0
H5,2018,2018,2018,2,0,2,Export,40,Austria,AUT,860,Uzbekistan,UZB,01,Animals; live,1,No Quantity,0,0,9767628,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,0,World,WLD,01,Animals; live,1,No Quantity,0,0,19643787,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,0,World,WLD,01,Animals; live,1,No Quantity,0,0,1277076,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,0,World,WLD,01,Animals; live,1,No Quantity,0,0,352736,0
H5,2018,2018,2018,2,0,4,Re-Import,48,Bahrain,BHR,0,World,WLD,01,Animals; live,1,No Quantity,0,0,11898,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,32,Argentina,ARG,01,Animals; live,1,No Quantity,0,0,2694,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,36,Australia,AUS,01,Animals; live,1,No Quantity,0,0,42578,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,40,Austria,AUT,01,Animals; live,1,No Quantity,0,0,13173,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,48,Bahrain,BHR,01,Animals; live,1,No Quantity,0,0,11898,0
H5,2018,2018,2018,2,0,4,Re-Import,48,Bahrain,BHR,48,Bahrain,BHR,01,Animals; live,1,No Quantity,0,0,11898,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,56,Belgium,BEL,01,Animals; live,1,No Quantity,0,0,98359,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,56,Belgium,BEL,01,Animals; live,1,No Quantity,0,0,124259,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,56,Belgium,BEL,01,Animals; live,1,No Quantity,0,0,11659,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,100,Bulgaria,BGR,01,Animals; live,1,No Quantity,0,0,6755,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,124,Canada,CAN,01,Animals; live,1,No Quantity,0,0,61959,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,203,Czechia,CZE,01,Animals; live,1,No Quantity,0,0,15311,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,251,France,FRA,01,Animals; live,1,No Quantity,0,0,1296319,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,262,Djibouti,DJI,01,Animals; live,1,No Quantity,0,0,137963,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,268,Georgia,GEO,01,Animals; live,1,No Quantity,0,0,184046,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,276,Germany,DEU,01,Animals; live,1,No Quantity,0,0,233297,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,364,Iran,IRN,01,Animals; live,1,No Quantity,0,0,2688462,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,372,Ireland,IRL,01,Animals; live,1,No Quantity,0,0,36011,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,372,Ireland,IRL,01,Animals; live,1,No Quantity,0,0,77733,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,372,Ireland,IRL,01,Animals; live,1,No Quantity,0,0,24542,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,381,Italy,ITA,01,Animals; live,1,No Quantity,0,0,24298,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,400,Jordan,JOR,01,Animals; live,1,No Quantity,0,0,4070362,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,400,Jordan,JOR,01,Animals; live,1,No Quantity,0,0,24275,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,400,Jordan,JOR,01,Animals; live,1,No Quantity,0,0,3075,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,410,Rep. of Korea,KOR,01,Animals; live,1,No Quantity,0,0,322,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,414,Kuwait,KWT,01,Animals; live,1,No Quantity,0,0,875098,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,414,Kuwait,KWT,01,Animals; live,1,No Quantity,0,0,43571,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,414,Kuwait,KWT,01,Animals; live,1,No Quantity,0,0,265,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,422,Lebanon,LBN,01,Animals; live,1,No Quantity,0,0,367789,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,442,Luxembourg,LUX,01,Animals; live,1,No Quantity,0,0,193403,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,458,Malaysia,MYS,01,Animals; live,1,No Quantity,0,0,752,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,480,Mauritius,MUS,01,Animals; live,1,No Quantity,0,0,268,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,512,Oman,OMN,01,Animals; live,1,No Quantity,0,0,346220,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,512,Oman,OMN,01,Animals; live,1,No Quantity,0,0,1063,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,528,Netherlands,NLD,01,Animals; live,1,No Quantity,0,0,334196,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,586,Pakistan,PAK,01,Animals; live,1,No Quantity,0,0,98386,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,616,Poland,POL,01,Animals; live,1,No Quantity,0,0,15552,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,634,Qatar,QAT,01,Animals; live,1,No Quantity,0,0,537,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,643,Russian Federation,RUS,01,Animals; live,1,No Quantity,0,0,3795,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,666,Saint Pierre and Miquelon,SPM,01,Animals; live,1,No Quantity,0,0,152404,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,682,Saudi Arabia,SAU,01,Animals; live,1,No Quantity,0,0,151387,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,682,Saudi Arabia,SAU,01,Animals; live,1,No Quantity,0,0,67678,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,682,Saudi Arabia,SAU,01,Animals; live,1,No Quantity,0,0,21401,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,688,Serbia,SRB,01,Animals; live,1,No Quantity,0,0,1603,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,699,India,IND,01,Animals; live,1,No Quantity,0,0,48777,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,703,Slovakia,SVK,01,Animals; live,1,No Quantity,0,0,15848,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,705,Slovenia,SVN,01,Animals; live,1,No Quantity,0,0,4247,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,706,Somalia,SOM,01,Animals; live,1,No Quantity,0,0,4481274,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,710,South Africa,ZAF,01,Animals; live,1,No Quantity,0,0,3706,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,724,Spain,ESP,01,Animals; live,1,No Quantity,0,0,109619,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,729,Sudan,SDN,01,Animals; live,1,No Quantity,0,0,1876362,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,752,Sweden,SWE,01,Animals; live,1,No Quantity,0,0,268,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,764,Thailand,THA,01,Animals; live,1,No Quantity,0,0,993,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,784,United Arab Emirates,ARE,01,Animals; live,1,No Quantity,0,0,475093,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,784,United Arab Emirates,ARE,01,Animals; live,1,No Quantity,0,0,264520,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,792,Turkey,TUR,01,Animals; live,1,No Quantity,0,0,184811,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,804,Ukraine,UKR,01,Animals; live,1,No Quantity,0,0,37993,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,807,North Macedonia,MKD,01,Animals; live,1,No Quantity,0,0,268,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,818,Egypt,EGY,01,Animals; live,1,No Quantity,0,0,64611,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,737624,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,433679,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,826,United Kingdom,GBR,01,Animals; live,1,No Quantity,0,0,51496,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,837,Bunkers,,01,Animals; live,1,No Quantity,0,0,395,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,837,Bunkers,,01,Animals; live,1,No Quantity,0,0,395,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,842,USA,USA,01,Animals; live,1,No Quantity,0,0,126326,0
H5,2018,2018,2018,2,0,2,Export,48,Bahrain,BHR,842,USA,USA,01,Animals; live,1,No Quantity,0,0,239898,0
H5,2018,2018,2018,2,0,3,Re-Export,48,Bahrain,BHR,842,USA,USA,01,Animals; live,1,No Quantity,0,0,239898,0
H5,2018,2018,2018,2,0,1,Import,48,Bahrain,BHR,858,Uruguay,URY,01,Animals; live,1,No Quantity,0,0,10744,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,0,World,WLD,01,Animals; live,1,No Quantity,0,0,6671802,0
H5,2018,2018,2018,2,0,2,Export,51,Armenia,ARM,0,World,WLD,01,Animals; live,1,No Quantity,0,0,2198050,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,40,Austria,AUT,01,Animals; live,1,No Quantity,0,0,357629,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,56,Belgium,BEL,01,Animals; live,1,No Quantity,0,0,438478,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,203,Czechia,CZE,01,Animals; live,1,No Quantity,0,0,52188,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,208,Denmark,DNK,01,Animals; live,1,No Quantity,0,0,136482,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,268,Georgia,GEO,01,Animals; live,1,No Quantity,0,0,1035973,0
H5,2018,2018,2018,2,0,2,Export,51,Armenia,ARM,268,Georgia,GEO,01,Animals; live,1,No Quantity,0,0,11,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,348,Hungary,HUN,01,Animals; live,1,No Quantity,0,0,573085,0
H5,2018,2018,2018,2,0,1,Import,51,Armenia,ARM,364,Iran,IRN,01,Animals; live,1,No Quantity,0,0,1954705,0
H5,2018,2018,2018,2,0,2,Export,51,Armenia,ARM,364,Iran,IRN,01,Animals; live,1,No Quantity,0,0,1300,0
H5,2018,2018,2018,2,0,2,Export,51,Armenia,ARM,368,Iraq,IRQ,01,Animals; live,1,No Quantity,0,0,1041564,0
